base_torque,imu_pitch,imu_roll,offset_front,offset_rear,omega_body,omega_rel,theta_body,theta_front,theta_rear,theta_rel,timestamp,type,u_front,u_rear
,-0.005770550878761476,0.0009666473155258525,,,0.02725802226194239,-80.37581204128102,0.005244830327997603,1.3749694641280303,1.3769890971661682,1.3759792806470994,1.9757797718048096,state,,
-0.5,,,-0.49460645816292126,-0.49460645816292126,,,,,,,1.9757888317108154,control,-0.2500000000000011,-0.2499999999999989
,-0.0002809621435915828,0.007556117862152016,,,0.01488548969991585,-85.03722924154134,0.005156003206108859,0.8811743605935695,0.8720343904382131,0.8766043755158912,1.9808943271636963,state,,
-0.5,,,-0.5147143289996629,-0.5147143289996629,,,,,,,1.9809038639068604,control,-0.24999999999999944,-0.25000000000000056
,-0.005388376978501085,-0.011916338349777343,,,0.011019956477420722,-89.10250633041028,0.004783165392312357,0.3674308728154377,0.3653510261658975,0.3663909494906676,1.9860873222351074,state,,
-0.5,,,-0.5344200424196696,-0.5344200424196696,,,,,,,1.9861023426055908,control,-0.25,-0.25
,0.0019393044728215983,-0.005784091000941808,,,0.007025656791068979,-93.48321000042228,0.004564505497973409,-0.15561257988760857,-0.1858797497959224,-0.17074616484176547,1.9912230968475342,state,,
-0.5,,,-0.5537316415712762,-0.5537316415712762,,,,,,,1.9912374019622803,control,-0.2500000000000001,-0.24999999999999986
,0.00210168447170467,0.0007937970908448871,,,0.008111215132035898,-97.97394882955676,0.0045581239636084975,-0.7324876740106023,-0.7316888005267891,-0.7320882372686957,1.9963667392730713,state,,
-0.5,,,-0.5726570087398507,-0.5726570087398507,,,,,,,1.9963760375976562,control,-0.25000000000000056,-0.24999999999999944
,-0.0029442186963510564,0.0031441141270307713,,,0.005024053059570245,-101.55851453904147,0.004477824539819607,-1.2964118510064107,-1.2974500392218355,-1.296930945114123,2.0013654232025146,state,,
-0.5,,,-0.5912038685650537,-0.5912038685650537,,,,,,,2.001373767852783,control,-0.25,-0.25
